,Tweets,label
12,Why schools in Calcutta (and elsewhere) are stunned by imposition plan. ,neutral
13,Why renamed places in ,neutral
14,Oooh! the shame,neutral
15, the trauma... of driving without the red,neutral
16, flashing light. (And paying for parking). ,neutral
17,Now have to learn to live without that flashing red light. ,neutral
18,BJP leaders in the dock,neutral
19, lose their light,neutral
20, naming game,neutral
21, and more. Also in epaper. ,neutral
22,UK Parliament votes by 522 to 13 in favour of early national ,neutral
23,April 19 1906: Nobel Laureate Pierre Curie was run over by a horse-drawn wagon near the Pont Neuf,neutral
24, Paris,neutral
25, and killed ,neutral
26,India to end culture of sirens on cars. ,neutral
27,From May 1,neutral
28, only on vehicles: Gadkari.,neutral
29,No from now on cars of PM,neutral
30, ministers: transport minister Nitin Gadkari after Cabinet meet. ,neutral
31,44 feared killed as bus falls into River Tons in Nerwa area of district: police. ,neutral
32,BSF dismisses Constable Tej Bahadur Yadav from service after a court of inquiry. Bad quality food allegations were base,neutral
33,jawan Tej Bahadur Yadav,neutral
34, who took to social media complaining of bad food,neutral
35, dismissed from service after inquiry.,neutral
36,U.S. to review lifting of sanctions on Iran: Tillerson ,neutral
37,Huge haul of milk-boosting hormone in Calcutta. ,neutral
38,Good news from it seems are thriving at Valmiki reserve. ,neutral
39,In Sushil Modi lists property chain. ,neutral
40,3 queens take centrestage. ,neutral
41,A peek into FIR against leaders in case. ,neutral
42,Spurned by mom,neutral
43, this baby at Calcutta has died. ,neutral
44,India may make it illegal for social messaging platforms to share personal data. ,neutral
45,Why extradition could take ages. ,neutral
46,March 20. Plus 15 days. Equals...,neutral
47,KP Nayar on why discrediting military justice system will not help case. ,neutral
48,Sharad wants Gujarat CM arrested for trying to push making meat a communal issue.  ,neutral
49,Man shouts at wife in family court. And walks out. ,neutral
50,Overburdened says it may not be able to hold for college teachers this year. ,neutral
51,President backs move to make mandatory up to Class X. ,neutral
52,Nationalist trend spreads-- tightens rules to shield local jobs (and keep out Indians). ,neutral
53,Visa 'selfie' by CBSE's plans,neutral
54, blessing,neutral
55, cloud over and more. Also in epaper. ,neutral
56,Scotland Yard arrests in London,neutral
57, but court grants him bail. ,neutral
58,Liquor baron declared a proclaimed offender,neutral
59, on extradition warrant: Scotland Yard.,neutral
60,British Prime Minister Theresa May says she wants to hold early election on June 8: Reuters,neutral
61, quoting BBC ,neutral
62,Supreme Court seeks govt's response on a plea to frame national policy to promote and ,neutral
63,JK: Schools  colleges shut down after clashes,neutral
64, demands Presidential rule ,neutral
65,Beetle from grips litchi crop in ,neutral
66,Supreme Court asks govt to explain why need pre-censorship.  ,neutral
67,US NSA H.R. to arrive in today; to hold talks with NSA ,neutral
68,Why you should shun water at beaches. ,neutral
69,Having lost Kerala bypoll,neutral
70, won't have to keep its promise of 'good quality ,neutral
71,So,neutral
72, is -- and not to blame for stipend crisis faced by 4000 scholars? ,neutral
73,The middleman (or conman) nephew tapped to bribe election commission officials. ,neutral
74,Can  Air India enforce fines on unruly passengers for ,neutral
75,Top law advisor backs use of human shield,neutral
76, but some veteran generals see breach. ,neutral
77,Arrest of a conman and bribe charges against nephew churns politics. ,neutral
78,How cloaked debate in Draupadi's robes. ,neutral
79,Draupadi and campuses in erupt,neutral
80, politics,neutral
81, and more. Also in epaper. ,neutral
82,CBI books 12 leaders in case. ,neutral
83,Supreme Court summons boss,neutral
84, orders sale of slice. ,neutral
85,SC summons Home Secretaries of West Bengal,neutral
86, UP,neutral
87, Karnataka,neutral
88, Tamil Nadu,neutral
89, Bihar  Jharkhand for nice try filling police vacancie,neutral
90,Manini Chatterjee on why writings are still an indictment of India. ,neutral
91,Why wants paper trail in elections. ,neutral
92,Govt to set up panel to study service conditions of paramilitary forces. ,neutral
93,Amit Roy on an potboiler.  ,neutral
94,Muslim body lays down code of conduct during divorce,neutral
95, but won't ban ,neutral
96,Modi's call to ensure justice for women facing evil customs.  ,neutral
97,PM's pitch for sisters,neutral
98, board's stand on an potboiler. And more. Also in epaper. ,neutral
99,Why the always meets this man when he visits eastern India. ,neutral
100,Secessionists in and the next generation. ,neutral
101,In 7Days: secessionists,neutral
102, tete-a-tete with a former president,neutral
103, a dying language,neutral
104, and more. ,neutral
105,Farooq Abdullah wins seat -- with just 4% of total votes. ,neutral
106,No govt probe yet into video on by army. ,neutral
107,As learns to follow rules,neutral
108, funds for poor students dry up. ,neutral
109,From panchayat to Parliament seems to be boss Amit Shah's goal. ,neutral
110,Why the PM may hang out,neutral
111, but you should not. ,neutral
112,A PM who hangs out,neutral
113, lotus garden dreams,neutral
114, cash lock on JNU students and more. Also in epaper. ,neutral
115,7 coaches of Meerut-Lucknow Rajya Rani Express derail near Rampur,neutral
116, Uttar Pradesh VIDEO: ,neutral
117,Counting of votes for to Lok Sabha constituency begins.,neutral
118,What Calcutta is doing to get mom to accept her calf. ,neutral
119,To stress dress code,neutral
120, Mecca issues picture cards. ,neutral
121,Security on border put at risk by trade. ,neutral
122,With national body meeting,neutral
123, readies stage for 2019. ,neutral
124,6 features of extended stay in ,neutral
125,BSP boss is not averse to joining forces with non-BJP parties. ,neutral
126,Army under fire after alleged tactic in  ,neutral
127,The untold love story of and Ayesha Mukherjee. ,neutral
128,Vile tactic in Valley,neutral
129, a love story,neutral
130, a giraffe spurns its calf,neutral
131, Gandhi  Champaran,neutral
132, and more. Also in epaper. ,neutral
133,Man seen tied to army jeep in video from JK identified,neutral
134, while the unit involved was PTI,neutral
135, quoting officials,neutral
136,3 arrested in connection with of men on polling day in Budgam on April 9: Police.,neutral
137,Hijacked Indian Dhow Al-Kausar released ,neutral
138,Good show by pales next to 329% jump in imports. ,neutral
139,Transparency in Looking for India's ranking? Start at the bottom. ,neutral
140,How to stop (and loot) a express with just a coin. ,neutral
141,States rename roads to duck ban on but top court won't step in till after summer break. ,neutral
142,Research seats at hit again as regulator tightens rules for guides. ,neutral
143,How lost its deposit in Rajouri Garden stronghold. ,neutral
144,In Bengal Trinamool vote share goes up,neutral
145, but surges to runner-up slot. ,neutral
146,3 men die trying to save friend from on  ,neutral
147,What results mean for others. ,neutral
148,Half full,neutral
149, half empty for cloud over research,neutral
150, breather for highway booze,neutral
151, and more. Also in epaper. ,neutral
152,Setting up court at home,neutral
153, Justice asks Chief Justice of India,neutral
154, bench to appear before him. ,neutral
155,Dargah Trust volunteers in SC to clear in 908sq metre.,neutral
156,President clears for pieces of supporting legislation related to ,neutral
157,By-polls: retains Kanthi Dakshin,neutral
158, retains assembly seat ,neutral
159,7% voter turnout in Kashmir's re-poll ,neutral
160,All you need to know about Election Commission's 'open challenge' to hack ,neutral
161,Foreign journalists in North Korea gather for 'big event' amid tensions ,neutral
162,Rehearsing for and more. In our Guwahati epaper. ,neutral
163,Cops dug out these to  healers who were buried alive for practising ,neutral
164,Bihar sets Rs25lakh fee for who skip after subsidised education. ,neutral
165,A visit to retracing trip. ,neutral
166,Why may not show in ,neutral
167,Did the Supreme Court chicken out while deciding on ,neutral
168,How (but not failed govt's birthplace test. ,neutral
169,10 years,neutral
170, Rs 42 crore needed to repair damage to floodplain from event. ,neutral
171,Try hacking India's Election Commission challenges all. ,neutral
172,never wanted cows to become  a burden on farmers,neutral
173, Pawar points out. ,neutral
174,Bounty on Savarkar on Yamuna damage bill,neutral
175, Sita's birthplace,neutral
176, and more. Also in epaper. ,neutral
177,20 IAS officers in including Principal Secretary Information Navneet Sehgal,neutral
178, transferred in 1st major shuffle by ,neutral
179,Centre moves against Supreme Court verdict lifting shield. ,neutral
180,Crusader pleads for saving ,neutral
181,Sangh puts up show of strength in ,neutral
182,India,neutral
183, to look beyond defence during visit. ,neutral
